Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
528,264.510,159.76,415907184640,40.77,2000263573504,
529,265.011,159.87,415991070720,40.78,2000263573504,
530,265.512,191.73,416091734016,40.79,2000263573504,
531,266.013,191.57,416192397312,40.80,2000263573504,
532,266.515,207.15,416301449216,40.81,2000263573504,
533,267.016,191.52,416402112512,40.82,2000263573504,
534,267.517,175.61,416494387200,40.83,2000263573504,
535,268.018,207.67,416603439104,40.84,2000263573504,
536,268.519,175.73,416695713792,40.85,2000263573504,
537,269.019,191.72,416796377088,40.86,2000263573504,
538,269.520,175.76,416888651776,40.87,2000263573504,
539,270.022,175.30,416980926464,40.88,2000263573504,
540,270.523,527.31,417257750528,40.90,2000263573504,
541,271.024,4280.60,419505897472,41.12,2000263573504,
542,271.524,4332.91,421779210240,41.35,2000263573504,
543,272.024,4220.22,423993802752,41.56,2000263573504,
544,272.525,4252.45,426225172480,41.78,2000263573504,
545,273.025,4334.10,428498485248,42.00,2000263573504,
546,273.525,4397.95,430805352448,42.23,2000263573504,
547,274.026,4220.87,433019944960,42.45,2000263573504,
548,274.526,4472.77,435368755200,42.68,2000263573504,
549,275.027,4188.70,437566570496,42.89,2000263573504,
550,275.527,4218.88,439781163008,43.11,2000263573504,
551,276.029,4055.07,441911869440,43.32,2000263573504,
552,276.529,4232.57,444134850560,43.54,2000263573504,
553,277.030,4236.25,446357831680,43.75,2000263573504,
554,277.531,2332.81,447582568448,43.87,2000263573504,
555,278.031,175.73,447674843136,43.88,2000263573504,
556,278.532,191.70,447775506432,43.89,2000263573504,
557,279.034,191.40,447876169728,43.90,2000263573504,
558,279.534,175.73,447968444416,43.91,2000263573504,
559,280.036,191.37,448069107712,43.92,2000263573504,
560,280.537,207.65,448178159616,43.93,2000263573504,
561,281.039,111.56,448236879872,43.94,2000263573504,
562,281.539,95.88,448287211520,43.94,2000263573504,
563,282.040,95.87,448337543168,43.95,2000263573504,
564,282.541,79.90,448379486208,43.95,2000263573504,
565,283.042,79.79,448421429248,43.96,2000263573504,
566,283.543,95.87,448471760896,43.96,2000263573504,
567,284.044,95.81,448522092544,43.97,2000263573504,
568,284.544,95.88,448572424192,43.97,2000263573504,
569,285.045,79.88,448614367232,43.98,2000263573504,
570,285.547,95.59,448664698880,43.98,2000263573504,
571,286.048,95.85,448715030528,43.99,2000263573504,
572,286.549,95.82,448765362176,43.99,2000263573504,
573,287.050,95.78,448815693824,44.00,2000263573504,
574,287.551,95.82,448866025472,44.00,2000263573504,
575,288.052,143.83,448941522944,44.01,2000263573504,
576,288.552,175.70,449033797632,44.02,2000263573504,
577,289.053,207.62,449142849536,44.03,2000263573504,
578,289.555,175.44,449235124224,44.04,2000263573504,
579,290.056,191.74,449335787520,44.05,2000263573504,
580,290.556,191.81,449436450816,44.06,2000263573504,
581,291.057,207.50,449545502720,44.07,2000263573504,
582,291.558,111.94,449604222976,44.07,2000263573504,
583,292.058,95.91,449654554624,44.08,2000263573504,
584,292.558,79.94,449696497664,44.08,2000263573504,
585,293.059,95.88,449746829312,44.09,2000263573504,
586,293.560,95.83,449797160960,44.09,2000263573504,
587,294.061,95.86,449847492608,44.10,2000263573504,
588,294.562,79.86,449889435648,44.10,2000263573504,
589,295.062,95.84,449939767296,44.11,2000263573504,
590,295.564,95.77,449990098944,44.11,2000263573504,
591,296.065,95.77,450040430592,44.12,2000263573504,
592,296.566,95.83,450090762240,44.12,2000263573504,
593,297.069,95.40,450141093888,44.13,2000263573504,
594,297.570,79.82,450183036928,44.13,2000263573504,
595,298.070,95.93,450233368576,44.13,2000263573504,
596,298.571,159.79,450317254656,44.14,2000263573504,
597,299.072,191.71,450417917952,44.15,2000263573504,
598,299.573,175.72,450510192640,44.16,2000263573504,
599,300.073,191.66,450610855936,44.17,2000263573504,
600,300.574,191.81,450711519232,44.18,2000263573504,
601,301.075,191.75,450812182528,44.19,2000263573504,
602,301.575,191.80,450912845824,44.20,2000263573504,
603,302.075,111.92,450971566080,44.21,2000263573504,
604,302.576,95.95,451021897728,44.21,2000263573504,
605,303.076,95.89,451072229376,44.22,2000263573504,
606,303.577,79.81,451114172416,44.22,2000263573504,
607,304.078,95.82,451164504064,44.23,2000263573504,
608,304.579,95.88,451214835712,44.23,2000263573504,
609,305.079,95.91,451265167360,44.24,2000263573504,
610,305.581,95.77,451315499008,44.24,2000263573504,
611,306.081,95.85,451365830656,44.25,2000263573504,
612,306.582,95.92,451416162304,44.25,2000263573504,
613,307.083,79.89,451458105344,44.25,2000263573504,
614,307.583,95.87,451508436992,44.26,2000263573504,
615,308.084,95.75,451558768640,44.26,2000263573504,
616,308.585,95.83,451609100288,44.27,2000263573504,
617,309.086,143.84,451684597760,44.28,2000263573504,
618,309.587,191.74,451785261056,44.29,2000263573504,
619,310.088,191.54,451885924352,44.30,2000263573504,
620,310.588,191.80,451986587648,44.31,2000263573504,
621,311.089,191.74,452087250944,44.32,2000263573504,
622,311.590,191.79,452187914240,44.33,2000263573504,
623,312.090,191.78,452288577536,44.34,2000263573504,
624,312.591,111.86,452347297792,44.34,2000263573504,
625,313.092,95.83,452397629440,44.35,2000263573504,
626,313.592,79.92,452439572480,44.35,2000263573504,
627,314.093,95.75,452489904128,44.36,2000263573504,
628,314.594,95.91,452540235776,44.36,2000263573504,
629,315.095,95.88,452590567424,44.37,2000263573504,
630,315.596,95.70,452640899072,44.37,2000263573504,
631,316.097,95.87,452691230720,44.38,2000263573504,
632,316.597,95.90,452741562368,44.38,2000263573504,
633,317.098,79.89,452783505408,44.38,2000263573504,
634,317.599,95.74,452833837056,44.39,2000263573504,
635,318.100,95.88,452884168704,44.39,2000263573504,
636,318.601,95.84,452934500352,44.40,2000263573504,
637,319.101,95.88,452984832000,44.40,2000263573504,
638,319.602,175.91,453077106688,44.41,2000263573504,
639,320.102,159.75,453160992768,44.42,2000263573504,
640,320.603,191.79,453261656064,44.43,2000263573504,
641,321.104,191.62,453362319360,44.44,2000263573504,
642,321.605,191.55,453462982656,44.45,2000263573504,
643,322.106,191.74,453563645952,44.46,2000263573504,
644,322.606,191.87,453664309248,44.47,2000263573504,
645,323.107,95.85,453714640896,44.48,2000263573504,
646,323.607,95.89,453764972544,44.48,2000263573504,
647,324.109,95.73,453815304192,44.49,2000263573504,
648,324.611,95.50,453865635840,44.49,2000263573504,
649,325.116,95.08,453915967488,44.50,2000263573504,
650,325.617,95.82,453966299136,44.50,2000263573504,
651,326.120,95.44,454016630784,44.51,2000263573504,
652,326.621,95.87,454066962432,44.51,2000263573504,
653,327.122,95.80,454117294080,44.52,2000263573504,
654,327.622,95.93,454167625728,44.52,2000263573504,
655,328.123,79.95,454209568768,44.52,2000263573504,
656,328.623,95.91,454259900416,44.53,2000263573504,
657,329.124,95.84,454310232064,44.53,2000263573504,
658,329.625,95.88,454360563712,44.54,2000263573504,
659,330.125,223.80,454478004224,44.55,2000263573504,
660,330.627,270.91,454620610560,44.56,2000263573504,
661,331.128,271.67,454763216896,44.58,2000263573504,
662,331.630,302.42,454922600448,44.59,2000263573504,
663,332.131,271.61,455065206784,44.61,2000263573504,
664,332.633,270.95,455207813120,44.62,2000263573504,
665,333.135,302.47,455367196672,44.64,2000263573504,
666,333.636,191.61,455467859968,44.65,2000263573504,
667,334.138,175.52,455560134656,44.66,2000263573504,
668,334.638,175.80,455652409344,44.67,2000263573504,
669,335.140,175.28,455744684032,44.67,2000263573504,
670,335.641,191.76,455845347328,44.68,2000263573504,
671,336.142,175.74,455937622016,44.69,2000263573504,
672,336.643,175.55,456029896704,44.70,2000263573504,
673,337.144,191.67,456130560000,44.71,2000263573504,
674,337.645,175.55,456222834688,44.72,2000263573504,
675,338.146,175.64,456315109376,44.73,2000263573504,
676,338.647,175.79,456407384064,44.74,2000263573504,
677,339.148,191.50,456508047360,44.75,2000263573504,
678,339.648,175.92,456600322048,44.76,2000263573504,
679,340.149,191.79,456700985344,44.77,2000263573504,
680,340.654,285.08,456851980288,44.78,2000263573504,
681,341.155,431.39,457078472704,44.81,2000263573504,
682,341.655,447.71,457313353728,44.83,2000263573504,
683,342.157,445.86,457548234752,44.85,2000263573504,
684,342.658,447.22,457783115776,44.87,2000263573504,
685,343.159,415.67,458001219584,44.90,2000263573504,
686,343.660,463.17,458244489216,44.92,2000263573504,
687,344.160,431.38,458470981632,44.94,2000263573504,
688,344.662,366.41,458663919616,44.96,2000263573504,
689,345.163,351.25,458848468992,44.98,2000263573504,
690,345.664,335.67,459024629760,45.00,2000263573504,
691,346.165,335.49,459200790528,45.01,2000263573504,
692,346.665,367.68,459393728512,45.03,2000263573504,
693,347.165,319.84,459561500672,45.05,2000263573504,
694,347.666,367.76,459754438656,45.07,2000263573504,
695,348.166,351.63,459938988032,45.09,2000263573504,
696,348.667,335.74,460115148800,45.10,2000263573504,
697,349.170,333.55,460291309568,45.12,2000263573504,
698,349.671,367.17,460484247552,45.14,2000263573504,
699,350.173,319.32,460652019712,45.16,2000263573504,
700,350.674,367.24,460844957696,45.17,2000263573504,
701,351.174,367.49,461037895680,45.19,2000263573504,
702,351.675,399.72,461247610880,45.21,2000263573504,
703,352.178,413.25,461465714688,45.24,2000263573504,
704,352.679,415.39,461683818496,45.26,2000263573504,
705,353.179,447.55,461918699520,45.28,2000263573504,
706,353.682,461.17,462161969152,45.30,2000263573504,
707,354.183,447.10,462396850176,45.33,2000263573504,
708,354.684,463.33,462640119808,45.35,2000263573504,
709,355.185,447.19,462875000832,45.37,2000263573504,
710,355.686,367.38,463067938816,45.39,2000263573504,
711,356.189,349.94,463252488192,45.41,2000263573504,
712,356.691,334.29,463428648960,45.43,2000263573504,
713,357.192,319.64,463596421120,45.44,2000263573504,
714,357.693,335.14,463772581888,45.46,2000263573504,
715,358.194,367.36,463965519872,45.48,2000263573504,
716,358.694,367.62,464158457856,45.50,2000263573504,
717,359.195,319.62,464326230016,45.52,2000263573504,
718,359.700,364.35,464519168000,45.54,2000263573504,
719,360.201,367.40,464712105984,45.55,2000263573504,
720,360.701,319.73,464879878144,45.57,2000263573504,
721,361.202,335.79,465056038912,45.59,2000263573504,
722,361.702,367.59,465248976896,45.61,2000263573504,
723,362.203,367.51,465441914880,45.63,2000263573504,
724,362.703,351.55,465626464256,45.64,2000263573504,
725,363.204,335.57,465802625024,45.66,2000263573504,
726,363.705,367.54,465995563008,45.68,2000263573504,
727,364.206,351.26,466180112384,45.70,2000263573504,
728,364.710,365.28,466373050368,45.72,2000263573504,
729,365.210,367.51,466565988352,45.74,2000263573504,
730,365.713,349.96,466750537728,45.75,2000263573504,
731,366.214,367.38,466943475712,45.77,2000263573504,
732,366.717,334.23,467119636480,45.79,2000263573504,
733,367.217,271.60,467262242816,45.80,2000263573504,
734,367.718,255.63,467396460544,45.82,2000263573504,
735,368.218,271.80,467539066880,45.83,2000263573504,
736,368.719,239.61,467664896000,45.84,2000263573504,
737,369.220,287.76,467815890944,45.86,2000263573504,
738,369.720,271.70,467958497280,45.87,2000263573504,
739,370.221,287.67,468109492224,45.89,2000263573504,
740,370.721,287.85,468260487168,45.90,2000263573504,
741,371.221,271.75,468403093504,45.92,2000263573504,
742,371.722,271.63,468545699840,45.93,2000263573504,
743,372.223,255.70,468679917568,45.94,2000263573504,
744,372.723,271.74,468822523904,45.96,2000263573504,
745,373.224,255.72,468956741632,45.97,2000263573504,
746,373.725,287.53,469107736576,45.98,2000263573504,
747,374.225,223.86,469225177088,46.00,2000263573504,
748,374.726,175.72,469317451776,46.01,2000263573504,
749,375.226,191.78,469418115072,46.02,2000263573504,
750,375.727,175.83,469510389760,46.02,2000263573504,
751,376.227,207.71,469619441664,46.04,2000263573504,
752,376.729,191.60,469720104960,46.04,2000263573504,
753,377.229,191.76,469820768256,46.05,2000263573504,
754,377.731,95.70,469871099904,46.06,2000263573504,
755,378.232,111.63,469929820160,46.07,2000263573504,
756,378.733,79.88,469971763200,46.07,2000263573504,
757,379.234,79.89,470013706240,46.07,2000263573504,
758,379.735,111.82,470072426496,46.08,2000263573504,
759,380.236,79.78,470114369536,46.08,2000263573504,
760,380.737,95.79,470164701184,46.09,2000263573504,
761,381.238,95.87,470215032832,46.09,2000263573504,
762,381.738,95.89,470265364480,46.10,2000263573504,
763,382.240,95.73,470315696128,46.10,2000263573504,
764,382.740,79.90,470357639168,46.11,2000263573504,
765,383.241,95.80,470407970816,46.11,2000263573504,
766,383.742,95.89,470458302464,46.12,2000263573504,
767,384.244,95.59,470508634112,46.12,2000263573504,
768,384.745,175.68,470600908800,46.13,2000263573504,
769,385.246,191.57,470701572096,46.14,2000263573504,
770,385.747,175.85,470793846784,46.15,2000263573504,
771,386.247,191.81,470894510080,46.16,2000263573504,
772,386.748,175.71,470986784768,46.17,2000263573504,
773,387.252,190.44,471087448064,46.18,2000263573504,
774,387.753,191.74,471188111360,46.19,2000263573504,
775,388.253,95.86,471238443008,46.19,2000263573504,
776,388.755,111.72,471297163264,46.20,2000263573504,
777,389.255,79.89,471339106304,46.20,2000263573504,
778,389.756,95.88,471389437952,46.21,2000263573504,
779,390.257,95.86,471439769600,46.21,2000263573504,
780,390.758,95.85,471490101248,46.22,2000263573504,
781,391.258,95.85,471540432896,46.22,2000263573504,
782,391.759,95.89,471590764544,46.23,2000263573504,
783,392.259,111.87,471649484800,46.23,2000263573504,
784,392.761,79.68,471691427840,46.24,2000263573504,
785,393.268,94.80,471741759488,46.24,2000263573504,
786,393.776,94.36,471792091136,46.25,2000263573504,
787,394.278,95.69,471842422784,46.25,2000263573504,
788,394.779,95.77,471892754432,46.26,2000263573504,
789,395.280,223.67,472010194944,46.27,2000263573504,
790,395.781,271.60,472152801280,46.28,2000263573504,
791,396.282,271.57,472295407616,46.30,2000263573504,
792,396.783,271.18,472438013952,46.31,2000263573504,
793,397.287,301.92,472597397504,46.33,2000263573504,
794,397.787,271.80,472740003840,46.34,2000263573504,
795,398.289,270.74,472882610176,46.35,2000263573504,
796,398.792,206.66,472991662080,46.37,2000263573504,
797,399.293,175.74,473083936768,46.37,2000263573504,
798,399.794,175.63,473176211456,46.38,2000263573504,
799,400.295,175.82,473268486144,46.39,2000263573504,
800,400.795,191.79,473369149440,46.40,2000263573504,
801,401.298,191.07,473469812736,46.41,2000263573504,
802,401.799,159.65,473553698816,46.42,2000263573504,
803,402.300,175.60,473645973504,46.43,2000263573504,
804,402.800,191.87,473746636800,46.44,2000263573504,
805,403.301,175.78,473838911488,46.45,2000263573504,
806,403.805,190.48,473939574784,46.46,2000263573504,
807,404.306,159.75,474023460864,46.47,2000263573504,
808,404.808,175.26,474115735552,46.48,2000263573504,
809,405.311,190.80,474216398848,46.49,2000263573504,
810,405.811,287.86,474367393792,46.50,2000263573504,
811,406.313,446.62,474602274816,46.52,2000263573504,
812,406.813,431.47,474828767232,46.55,2000263573504,
813,407.314,447.19,475063648256,46.57,2000263573504,
814,407.815,446.96,475298529280,46.59,2000263573504,
815,408.316,463.11,475541798912,46.62,2000263573504,
816,408.817,447.58,475776679936,46.64,2000263573504,
817,409.318,415.33,475994783744,46.66,2000263573504,
818,409.820,366.09,476187721728,46.68,2000263573504,
819,410.321,367.28,476380659712,46.70,2000263573504,
820,410.822,319.46,476548431872,46.71,2000263573504,
821,411.323,335.56,476724592640,46.73,2000263573504,
822,411.824,366.94,476917530624,46.75,2000263573504,
823,412.325,335.59,477093691392,46.77,2000263573504,
824,412.827,350.32,477278240768,46.79,2000263573504,
825,413.328,335.44,477454401536,46.80,2000263573504,
826,413.831,349.65,477638950912,46.82,2000263573504,
827,414.334,366.39,477831888896,46.84,2000263573504,
828,414.834,335.67,478008049664,46.86,2000263573504,
829,415.335,335.69,478184210432,46.87,2000263573504,
830,415.835,351.65,478368759808,46.89,2000263573504,
831,416.336,367.53,478561697792,46.91,2000263573504,
832,416.836,367.78,478754635776,46.93,2000263573504,
833,417.338,414.37,478972739584,46.95,2000263573504,
834,417.839,463.21,479216009216,46.98,2000263573504,
835,418.339,399.53,479425724416,47.00,2000263573504,
836,418.840,463.33,479668994048,47.02,2000263573504,
837,419.342,446.15,479903875072,47.04,2000263573504,
838,419.843,431.11,480130367488,47.07,2000263573504,
839,420.349,458.39,480373637120,47.09,2000263573504,
840,420.850,351.52,480558186496,47.11,2000263573504,
841,421.351,383.36,480759513088,47.13,2000263573504,
842,421.852,303.62,480918896640,47.14,2000263573504,
843,422.352,351.57,481103446016,47.16,2000263573504,
844,422.854,335.04,481279606784,47.18,2000263573504,
845,423.356,366.33,481472544768,47.20,2000263573504,
846,423.856,399.51,481682259968,47.22,2000263573504,
847,424.357,367.68,481875197952,47.24,2000263573504,
848,424.858,367.40,482068135936,47.26,2000263573504,
849,425.358,351.50,482252685312,47.27,2000263573504,
850,425.859,335.81,482428846080,47.29,2000263573504,
851,426.359,383.48,482630172672,47.31,2000263573504,
852,426.860,335.66,482806333440,47.33,2000263573504,
853,427.361,335.37,482982494208,47.34,2000263573504,
854,427.861,367.73,483175432192,47.36,2000263573504,
855,428.362,351.71,483359981568,47.38,2000263573504,
856,428.862,367.41,483552919552,47.40,2000263573504,
857,429.363,367.43,483745857536,47.42,2000263573504,
858,429.864,367.50,483938795520,47.44,2000263573504,
859,430.365,367.46,484131733504,47.46,2000263573504,
860,430.865,351.51,484316282880,47.48,2000263573504,
861,431.368,366.04,484509220864,47.49,2000263573504,
862,431.869,335.52,484685381632,47.51,2000263573504,
863,432.369,271.77,484827987968,47.53,2000263573504,
864,432.874,285.39,484978982912,47.54,2000263573504,
865,433.374,239.78,485104812032,47.55,2000263573504,
866,433.875,255.56,485239029760,47.57,2000263573504,
867,434.377,270.87,485381636096,47.58,2000263573504,
868,434.878,271.75,485524242432,47.59,2000263573504,
869,435.380,270.68,485666848768,47.61,2000263573504,
870,435.881,239.71,485792677888,47.62,2000263573504,
871,436.381,303.65,485952061440,47.64,2000263573504,
872,436.882,239.66,486077890560,47.65,2000263573504,
873,437.383,271.11,486220496896,47.66,2000263573504,
874,437.885,255.41,486354714624,47.68,2000263573504,
875,438.385,271.70,486497320960,47.69,2000263573504,
876,438.886,287.60,486648315904,47.70,2000263573504,
877,439.387,223.68,486765756416,47.72,2000263573504,
878,439.887,191.88,486866419712,47.73,2000263573504,
879,440.388,191.73,486967083008,47.74,2000263573504,
880,440.890,190.95,487067746304,47.75,2000263573504,
881,441.391,191.65,487168409600,47.76,2000263573504,
882,441.892,175.84,487260684288,47.76,2000263573504,
883,442.393,191.59,487361347584,47.77,2000263573504,
884,442.895,111.48,487420067840,47.78,2000263573504,
885,443.396,95.79,487470399488,47.78,2000263573504,
886,443.897,95.83,487520731136,47.79,2000263573504,
887,444.400,79.56,487562674176,47.79,2000263573504,
888,444.901,95.84,487613005824,47.80,2000263573504,
889,445.401,95.93,487663337472,47.80,2000263573504,
890,445.902,95.85,487713669120,47.81,2000263573504,
891,446.403,111.80,487772389376,47.81,2000263573504,
892,446.904,95.77,487822721024,47.82,2000263573504,
893,447.404,95.93,487873052672,47.82,2000263573504,
894,447.905,95.91,487923384320,47.83,2000263573504,
895,448.405,95.91,487973715968,47.83,2000263573504,
896,448.906,95.88,488024047616,47.84,2000263573504,
897,449.407,95.85,488074379264,47.84,2000263573504,
898,449.909,127.54,488141488128,47.85,2000263573504,
899,450.412,174.91,488233762816,47.86,2000263573504,
900,450.914,191.10,488334426112,47.87,2000263573504,
901,451.414,191.81,488435089408,47.88,2000263573504,
902,451.915,191.87,488535752704,47.89,2000263573504,
903,452.415,191.82,488636416000,47.90,2000263573504,
904,452.918,191.03,488737079296,47.91,2000263573504,
905,453.419,143.76,488812576768,47.92,2000263573504,
906,453.919,95.89,488862908416,47.92,2000263573504,
907,454.420,95.81,488913240064,47.93,2000263573504,
908,454.921,79.93,488955183104,47.93,2000263573504,
909,455.421,95.92,489005514752,47.94,2000263573504,
910,455.924,79.55,489047457792,47.94,2000263573504,
911,456.424,95.92,489097789440,47.94,2000263573504,
912,456.925,95.81,489148121088,47.95,2000263573504,
913,457.427,79.67,489190064128,47.95,2000263573504,
914,457.928,95.88,489240395776,47.96,2000263573504,
915,458.429,95.92,489290727424,47.96,2000263573504,
916,458.929,95.87,489341059072,47.97,2000263573504,
917,459.431,79.78,489383002112,47.97,2000263573504,
918,459.931,95.90,489433333760,47.98,2000263573504,
919,460.432,175.85,489525608448,47.99,2000263573504,
920,460.932,271.59,489668214784,48.00,2000263573504,
921,461.433,271.84,489810821120,48.01,2000263573504,
922,461.933,287.77,489961816064,48.03,2000263573504,
923,462.434,287.64,490112811008,48.04,2000263573504,
924,462.934,271.76,490255417344,48.06,2000263573504,
925,463.435,287.53,490406412288,48.07,2000263573504,
926,463.935,223.74,490523852800,48.08,2000263573504,
927,464.437,191.45,490624516096,48.09,2000263573504,
928,464.938,175.70,490716790784,48.10,2000263573504,
929,465.438,175.79,490809065472,48.11,2000263573504,
930,465.939,175.83,490901340160,48.12,2000263573504,
931,466.439,191.83,491002003456,48.13,2000263573504,
932,466.940,191.82,491102666752,48.14,2000263573504,
933,467.440,191.83,491203330048,48.15,2000263573504,
934,467.941,191.81,491303993344,48.16,2000263573504,
935,468.441,191.68,491404656640,48.17,2000263573504,
936,468.942,159.74,491488542720,48.18,2000263573504,
937,469.443,191.67,491589206016,48.19,2000263573504,
938,469.944,175.77,491681480704,48.20,2000263573504,
939,470.444,191.82,491782144000,48.21,2000263573504,
940,470.945,207.69,491891195904,48.22,2000263573504,
941,471.446,415.47,492109299712,48.24,2000263573504,
942,471.946,415.49,492327403520,48.26,2000263573504,
943,472.447,447.33,492562284544,48.28,2000263573504,
944,472.947,447.59,492797165568,48.31,2000263573504,
945,473.449,462.88,493040435200,48.33,2000263573504,
946,473.951,445.56,493275316224,48.35,2000263573504,
947,474.452,463.55,493518585856,48.38,2000263573504,
948,474.953,383.31,493719912448,48.40,2000263573504,
949,475.454,351.30,493904461824,48.42,2000263573504,
950,475.955,335.21,494080622592,48.43,2000263573504,
951,476.456,319.49,494248394752,48.45,2000263573504,
952,476.956,335.62,494424555520,48.47,2000263573504,
953,477.457,399.50,494634270720,48.49,2000263573504,
954,477.958,367.56,494827208704,48.51,2000263573504,
955,478.458,351.62,495011758080,48.52,2000263573504,
956,478.959,367.56,495204696064,48.54,2000263573504,
957,479.459,367.65,495397634048,48.56,2000263573504,
958,479.960,351.63,495582183424,48.58,2000263573504,
959,480.460,367.49,495775121408,48.60,2000263573504,
960,480.961,335.73,495951282176,48.62,2000263573504,
961,481.461,335.69,496127442944,48.63,2000263573504,
962,481.963,350.84,496311992320,48.65,2000263573504,
963,482.464,479.23,496563650560,48.68,2000263573504,
964,482.965,686.87,496924360704,48.71,2000263573504,
965,483.465,734.93,497310236672,48.75,2000263573504,
966,483.966,750.97,497704501248,48.79,2000263573504,
967,484.468,733.35,498090377216,48.83,2000263573504,
968,484.969,750.79,498484641792,48.86,2000263573504,
969,485.470,734.58,498870517760,48.90,2000263573504,
970,485.970,750.90,499264782336,48.94,2000263573504,
971,486.471,719.01,499642269696,48.98,2000263573504,
972,486.975,682.16,500002979840,49.01,2000263573504,
973,487.476,607.39,500321746944,49.04,2000263573504,
974,487.976,591.37,500632125440,49.08,2000263573504,
975,488.477,591.49,500942503936,49.11,2000263573504,
976,488.977,719.13,501319991296,49.14,2000263573504,
977,489.478,671.02,501672312832,49.18,2000263573504,
978,489.979,655.33,502016245760,49.21,2000263573504,
979,490.479,671.48,502368567296,49.25,2000263573504,
980,490.980,655.12,502712500224,49.28,2000263573504,
981,491.481,654.80,503056433152,49.31,2000263573504,
982,491.981,591.12,503366811648,49.34,2000263573504,
983,492.482,670.76,503719133184,49.38,2000263573504,
984,492.985,637.06,504054677504,49.41,2000263573504,
985,493.485,607.20,504373444608,49.44,2000263573504,
986,493.986,655.34,504717377536,49.48,2000263573504,
987,494.486,735.38,505103253504,49.51,2000263573504,
988,494.987,590.97,505413632000,49.54,2000263573504,
989,495.488,670.92,505765953536,49.58,2000263573504,
990,495.988,655.12,506109886464,49.61,2000263573504,
991,496.490,654.56,506453819392,49.65,2000263573504,
992,496.990,719.07,506831306752,49.68,2000263573504,
993,497.491,670.88,507183628288,49.72,2000263573504,
994,497.992,671.18,507535949824,49.75,2000263573504,
995,498.492,623.29,507863105536,49.78,2000263573504,
996,498.995,572.26,508165095424,49.81,2000263573504,
997,499.496,639.57,508500639744,49.85,2000263573504,
998,499.997,527.06,508777463808,49.87,2000263573504,
999,500.497,575.09,509079453696,49.90,2000263573504,
1000,500.998,575.37,509381443584,49.93,2000263573504,
1001,501.499,575.33,509683433472,49.96,2000263573504,
1002,501.999,527.75,509960257536,49.99,2000263573504,
1003,502.500,575.04,510262247424,50.02,2000263573504,
1004,503.001,574.74,510564237312,50.05,2000263573504,
1005,503.502,575.16,510866227200,50.08,2000263573504,
1006,504.002,575.44,511168217088,50.11,2000263573504,
1007,504.503,574.70,511470206976,50.14,2000263573504,
1008,505.004,527.47,511747031040,50.16,2000263573504,
1009,505.504,575.53,512049020928,50.19,2000263573504,
1010,506.005,638.99,512384565248,50.23,2000263573504,
1011,506.506,559.13,512678166528,50.26,2000263573504,
1012,507.006,495.45,512938213376,50.28,2000263573504,
1013,507.507,527.44,513215037440,50.31,2000263573504,
1014,508.007,511.59,513483472896,50.33,2000263573504,
1015,508.508,543.20,513768685568,50.36,2000263573504,
1016,509.008,495.43,514028732416,50.39,2000263573504,
1017,509.509,543.23,514313945088,50.42,2000263573504,
1018,510.010,543.33,514599157760,50.44,2000263573504,
1019,510.511,463.17,514842427392,50.47,2000263573504,
1020,511.011,431.71,515068919808,50.49,2000263573504,
1021,511.512,447.37,515303800832,50.51,2000263573504,
1022,512.012,367.64,515496738816,50.53,2000263573504,
1023,512.514,414.78,515714842624,50.55,2000263573504,
1024,513.014,447.25,515949723648,50.58,2000263573504,
1025,513.519,412.07,516167827456,50.60,2000263573504,
1026,514.021,430.41,516394319872,50.62,2000263573504,
1027,514.522,431.31,516620812288,50.64,2000263573504,
1028,515.023,415.32,516838916096,50.66,2000263573504,
1029,515.525,414.48,517057019904,50.69,2000263573504,
1030,516.025,447.35,517291900928,50.71,2000263573504,
1031,516.528,413.95,517510004736,50.73,2000263573504,
1032,517.029,415.33,517728108544,50.75,2000263573504,
1033,517.529,447.49,517962989568,50.77,2000263573504,
1034,518.030,351.34,518147538944,50.79,2000263573504,
1035,518.531,191.73,518248202240,50.80,2000263573504,
1036,519.032,191.69,518348865536,50.81,2000263573504,
1037,519.533,191.30,518449528832,50.82,2000263573504,
1038,520.034,175.85,518541803520,50.83,2000263573504,
1039,520.535,191.38,518642466816,50.84,2000263573504,
1040,521.037,191.57,518743130112,50.85,2000263573504,
1041,521.537,143.82,518818627584,50.86,2000263573504,
1042,522.040,95.48,518868959232,50.86,2000263573504,
1043,522.541,79.82,518910902272,50.87,2000263573504,
1044,523.041,95.91,518961233920,50.87,2000263573504,
1045,523.542,95.87,519011565568,50.88,2000263573504,
1046,524.046,95.32,519061897216,50.88,2000263573504,
1047,524.547,95.80,519112228864,50.89,2000263573504,
1048,525.048,95.68,519162560512,50.89,2000263573504,
1049,525.550,95.64,519212892160,50.90,2000263573504,
1050,526.051,95.86,519263223808,50.90,2000263573504,
1051,526.552,95.85,519313555456,50.91,2000263573504,
1052,527.055,95.33,519363887104,50.91,2000263573504,
1053,527.556,79.90,519405830144,50.92,2000263573504,
1054,528.056,111.93,519464550400,50.92,2000263573504,
1055,528.559,111.40,519523270656,50.93,2000263573504,
1056,529.061,175.22,519615545344,50.94,2000263573504,
1057,529.561,191.91,519716208640,50.95,2000263573504,
1058,530.064,190.97,519816871936,50.96,2000263573504,
1059,530.567,190.96,519917535232,50.97,2000263573504,
1060,531.067,191.77,520018198528,50.98,2000263573504,
